ID,¿Cúal es tu horario de trabajo normalmnete ?,¿Eres madrugador o nocturno?,¿Prefieres un sitio ruidoso o silencioso?,¿Cúal es tu nivel educativo?,¿Te gusta leer?,¿Te gusta ir al cine?,¿Practicas algun deporte o actividad recreativa?,¿Prefieres vivir con mascotas o sin mascotas?,¿Te gusta cocinar ?,¿Sigues alguna dieta?,¿Te gusta fumar?,¿Te visitan frecuentemente?,¿eres una persona ordenada o relajada ?,¿Qué generos de musica te gustan?,¿Acostumbras escuchar musica en volumen alto?,¿Tu plan perfecto seria tarde de pelis o salir a algun lugar a divertirte?,¿Tocas algun instrumento musical?
233,mañana,madrugador,silencioso,preparatoria,si,no,si,con mascotas,no,no,si,si,relajado,cumbia,no,pelis,no
234,mañana,madrugador,silencioso,universidad,si,si,no,sin mascotas,si,si,no,no,ordenada,pop,no,salir,no
235,noche,nocturno,ruidoso,preparatoria,no,si,si,con mascotas,no,no,no,no,ordenada,electronica,no,salir,no
236,mañana,madrugador,silencioso,secundaria,no,si,no,con mascotas,si,si,no,no,ordenada,salsa,no,salir,si
237,mañana,madrugador,silencioso,universidad,no,si,si,sin mascotas,no,no,si,si,ordenada,electronica,no,salir,si
238,mañana,nocturno,ruidoso,universidad,no,si,no,con mascotas,si,si,si,si,ordenada,salsa,no,salir,no
239,tarde,nocturno,ruidoso,universidad,no,si,no,con mascotas,si,no,no,no,relajado,rock,si,salir,si
240,noche,nocturno,ruidoso,preparatoria,si,si,no,con mascotas,si,no,no,si,relajado,electronica,no,salir,si
241,noche,nocturno,silencioso,preparatoria,si,no,si,con mascotas,si,no,si,si,ordenada,electronica,si,pelis,si
242,mañana,nocturno,silencioso,preparatoria,no,no,si,sin mascotas,no,no,no,no,relajado,rock,no,salir,si
243,tarde,nocturno,silencioso,secundaria,no,si,si,sin mascotas,no,si,no,si,relajado,pop,si,pelis,si
244,mañana,nocturno,ruidoso,secundaria,no,no,si,sin mascotas,si,si,no,si,ordenada,electronica,si,salir,si
245,noche,madrugador,ruidoso,secundaria,no,si,si,sin mascotas,si,no,si,no,relajado,salsa,no,salir,no
246,mañana,nocturno,silencioso,universidad,no,no,no,con mascotas,si,no,si,si,ordenada,rock,no,pelis,si
247,mañana,madrugador,ruidoso,preparatoria,si,si,no,sin mascotas,si,no,si,si,relajado,cumbia,no,pelis,si
248,mañana,madrugador,ruidoso,preparatoria,si,si,si,con mascotas,si,no,si,si,relajado,salsa,no,salir,si
249,tarde,nocturno,silencioso,universidad,si,no,no,sin mascotas,no,si,si,si,ordenada,cumbia,no,pelis,si
250,mañana,nocturno,ruidoso,preparatoria,si,no,si,con mascotas,no,no,no,no,ordenada,pop,no,pelis,no
251,noche,nocturno,silencioso,preparatoria,si,no,si,sin mascotas,si,no,no,si,relajado,salsa,si,pelis,si
252,noche,madrugador,ruidoso,universidad,si,si,no,con mascotas,si,no,si,no,relajado,salsa,si,salir,no
253,mañana,nocturno,ruidoso,universidad,no,si,si,con mascotas,si,no,no,si,ordenada,cumbia,no,salir,si
254,tarde,madrugador,ruidoso,secundaria,si,si,no,sin mascotas,si,si,no,si,ordenada,salsa,si,salir,si
255,noche,madrugador,ruidoso,preparatoria,no,no,si,sin mascotas,no,si,no,no,ordenada,cumbia,no,pelis,si
256,noche,nocturno,silencioso,universidad,no,no,no,sin mascotas,no,no,no,si,ordenada,cumbia,no,salir,si
257,mañana,madrugador,silencioso,preparatoria,no,no,si,con mascotas,no,si,no,no,ordenada,cumbia,no,salir,si
258,mañana,madrugador,silencioso,secundaria,si,si,no,con mascotas,no,no,si,si,relajado,rock,si,pelis,no
259,noche,madrugador,silencioso,universidad,si,no,si,sin mascotas,no,no,si,si,ordenada,salsa,si,salir,si
260,mañana,madrugador,ruidoso,preparatoria,si,si,no,sin mascotas,no,no,si,no,relajado,electronica,si,salir,si
261,mañana,nocturno,silencioso,universidad,no,si,si,con mascotas,no,no,no,si,relajado,electronica,si,pelis,no
262,mañana,nocturno,ruidoso,secundaria,no,no,no,sin mascotas,no,no,si,no,relajado,electronica,no,pelis,si
263,tarde,madrugador,ruidoso,universidad,si,si,no,sin mascotas,no,no,no,si,ordenada,electronica,no,salir,no
264,mañana,nocturno,silencioso,universidad,si,no,si,sin mascotas,no,no,no,no,ordenada,pop,no,salir,no
265,noche,madrugador,ruidoso,universidad,si,no,no,con mascotas,no,si,no,si,relajado,rock,si,pelis,si
266,mañana,nocturno,silencioso,preparatoria,si,si,si,con mascotas,no,no,si,no,ordenada,rock,si,pelis,no
267,noche,nocturno,ruidoso,preparatoria,no,no,no,sin mascotas,no,no,no,si,ordenada,pop,no,pelis,no
268,noche,nocturno,ruidoso,preparatoria,si,no,no,sin mascotas,no,si,si,no,ordenada,pop,no,pelis,no
269,mañana,madrugador,silencioso,universidad,no,no,no,sin mascotas,no,no,no,si,ordenada,electronica,no,pelis,si
270,tarde,nocturno,ruidoso,secundaria,si,no,no,sin mascotas,no,si,no,no,relajado,cumbia,si,pelis,si
271,mañana,nocturno,silencioso,universidad,no,no,no,con mascotas,si,no,si,no,ordenada,pop,no,pelis,no
272,noche,madrugador,ruidoso,preparatoria,si,no,no,con mascotas,si,no,si,si,relajado,electronica,no,salir,no
273,mañana,madrugador,ruidoso,preparatoria,no,no,si,sin mascotas,no,no,no,si,relajado,pop,si,pelis,si
274,noche,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,si,si,no,no,ordenada,pop,si,pelis,si
275,tarde,madrugador,ruidoso,secundaria,no,si,no,con mascotas,no,si,si,no,ordenada,cumbia,no,pelis,si
276,noche,madrugador,silencioso,preparatoria,no,si,si,sin mascotas,no,si,no,no,relajado,pop,no,pelis,si
277,tarde,nocturno,ruidoso,secundaria,no,no,no,sin mascotas,no,no,si,si,relajado,salsa,no,pelis,no
278,noche,madrugador,silencioso,universidad,no,no,no,con mascotas,no,si,si,si,ordenada,cumbia,si,salir,no
279,noche,madrugador,silencioso,secundaria,no,si,si,con mascotas,no,si,si,no,relajado,rock,si,salir,si
280,tarde,madrugador,ruidoso,preparatoria,si,no,si,sin mascotas,si,si,no,no,relajado,cumbia,si,pelis,si
281,tarde,nocturno,silencioso,secundaria,no,si,si,sin mascotas,no,no,si,si,relajado,rock,si,salir,si
282,tarde,madrugador,silencioso,universidad,si,no,si,sin mascotas,si,si,no,si,ordenada,pop,si,salir,no
283,mañana,nocturno,ruidoso,universidad,si,si,no,sin mascotas,si,si,si,si,ordenada,pop,si,pelis,si
284,tarde,madrugador,silencioso,universidad,no,si,si,sin mascotas,si,no,si,si,relajado,pop,no,salir,no
285,mañana,madrugador,ruidoso,universidad,si,si,si,con mascotas,no,no,no,no,relajado,salsa,no,pelis,no
286,mañana,madrugador,silencioso,secundaria,si,no,no,con mascotas,no,no,si,si,relajado,salsa,si,salir,no
287,mañana,nocturno,silencioso,universidad,si,si,si,sin mascotas,si,si,no,si,relajado,electronica,si,salir,si
288,noche,nocturno,ruidoso,universidad,si,si,si,con mascotas,si,si,no,si,ordenada,electronica,no,salir,si
289,mañana,nocturno,silencioso,secundaria,no,no,no,sin mascotas,no,si,no,si,relajado,pop,no,pelis,no
290,mañana,nocturno,ruidoso,universidad,no,no,si,sin mascotas,si,no,no,no,ordenada,rock,no,pelis,no
291,tarde,madrugador,silencioso,secundaria,si,no,si,con mascotas,si,si,no,no,ordenada,rock,si,pelis,si
292,tarde,nocturno,silencioso,secundaria,no,no,no,sin mascotas,si,si,si,si,ordenada,electronica,no,pelis,no
293,mañana,madrugador,silencioso,preparatoria,no,no,no,sin mascotas,si,si,no,no,relajado,salsa,no,pelis,no
294,noche,madrugador,ruidoso,preparatoria,no,no,no,con mascotas,no,si,si,no,ordenada,salsa,si,pelis,no
295,tarde,nocturno,ruidoso,preparatoria,no,no,si,sin mascotas,si,no,no,no,relajado,rock,no,pelis,si
296,tarde,nocturno,ruidoso,preparatoria,si,no,no,con mascotas,no,no,si,no,relajado,cumbia,no,salir,si
297,noche,madrugador,silencioso,secundaria,no,si,si,sin mascotas,no,si,no,no,relajado,cumbia,no,salir,no
298,noche,madrugador,ruidoso,universidad,si,si,si,con mascotas,si,si,si,si,ordenada,electronica,si,salir,no
299,tarde,madrugador,ruidoso,secundaria,no,si,no,con mascotas,si,no,si,no,relajado,pop,no,pelis,no
300,tarde,nocturno,ruidoso,universidad,si,si,si,con mascotas,si,no,no,si,relajado,salsa,no,salir,no
301,tarde,nocturno,ruidoso,universidad,si,no,no,con mascotas,si,no,no,si,ordenada,rock,no,salir,si
302,tarde,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,si,si,si,si,relajado,rock,no,pelis,no
303,tarde,nocturno,silencioso,universidad,si,no,no,sin mascotas,si,no,no,si,relajado,salsa,no,salir,no
304,mañana,nocturno,ruidoso,secundaria,si,si,no,sin mascotas,si,si,no,si,ordenada,pop,si,pelis,no
305,mañana,madrugador,ruidoso,universidad,si,si,si,sin mascotas,si,si,si,no,relajado,rock,no,pelis,no
306,tarde,nocturno,ruidoso,universidad,si,no,no,con mascotas,si,si,no,si,relajado,rock,no,salir,no
307,mañana,nocturno,ruidoso,universidad,no,no,no,sin mascotas,no,si,no,no,relajado,rock,no,pelis,si
308,tarde,nocturno,ruidoso,secundaria,si,no,si,con mascotas,no,no,no,si,relajado,salsa,no,salir,no
309,tarde,madrugador,silencioso,universidad,si,no,no,con mascotas,si,si,si,si,ordenada,salsa,si,pelis,no
310,noche,nocturno,silencioso,universidad,no,no,no,con mascotas,no,si,no,no,ordenada,pop,no,salir,si
311,tarde,madrugador,ruidoso,universidad,si,no,no,con mascotas,si,si,no,no,relajado,cumbia,si,salir,si
312,noche,madrugador,ruidoso,secundaria,si,no,no,con mascotas,no,si,si,si,relajado,cumbia,no,salir,si
313,tarde,madrugador,silencioso,preparatoria,si,si,si,con mascotas,si,no,no,no,ordenada,rock,no,salir,si
314,noche,madrugador,ruidoso,universidad,si,si,no,sin mascotas,si,no,no,si,ordenada,cumbia,si,salir,si
315,tarde,madrugador,ruidoso,secundaria,no,no,si,con mascotas,si,si,no,si,ordenada,rock,si,salir,no
316,mañana,madrugador,ruidoso,preparatoria,si,no,no,sin mascotas,no,no,si,no,relajado,electronica,si,pelis,si
317,mañana,madrugador,silencioso,preparatoria,si,si,si,con mascotas,no,no,si,si,ordenada,cumbia,si,pelis,si
318,mañana,madrugador,ruidoso,secundaria,si,no,si,con mascotas,si,no,si,si,ordenada,rock,no,pelis,no
319,noche,nocturno,silencioso,universidad,no,no,no,con mascotas,si,no,no,no,ordenada,cumbia,no,salir,si
320,mañana,nocturno,silencioso,universidad,si,no,no,con mascotas,no,si,no,si,ordenada,electronica,no,salir,no
321,tarde,madrugador,ruidoso,secundaria,si,si,si,con mascotas,si,no,no,no,ordenada,electronica,no,pelis,si
322,noche,nocturno,silencioso,preparatoria,si,no,no,con mascotas,si,si,si,no,relajado,salsa,si,salir,si
323,noche,madrugador,ruidoso,universidad,no,no,si,sin mascotas,no,si,si,si,relajado,electronica,no,pelis,no
324,tarde,nocturno,silencioso,universidad,no,no,no,con mascotas,si,no,si,no,ordenada,pop,si,salir,no
325,tarde,nocturno,silencioso,universidad,no,no,si,sin mascotas,si,si,no,si,relajado,pop,no,salir,no
326,mañana,nocturno,silencioso,secundaria,si,si,no,con mascotas,si,no,si,no,relajado,rock,si,salir,si
327,tarde,madrugador,silencioso,universidad,si,no,si,sin mascotas,si,si,si,no,ordenada,salsa,no,salir,si
328,mañana,nocturno,ruidoso,preparatoria,no,no,no,con mascotas,no,no,si,si,relajado,pop,no,pelis,no
329,tarde,nocturno,ruidoso,secundaria,si,no,no,sin mascotas,si,si,no,si,relajado,salsa,si,salir,no
330,mañana,madrugador,silencioso,preparatoria,si,no,no,con mascotas,si,no,no,no,relajado,electronica,no,pelis,si
331,noche,nocturno,silencioso,secundaria,si,si,no,sin mascotas,si,si,si,no,relajado,rock,si,salir,si
332,noche,nocturno,silencioso,secundaria,si,si,no,sin mascotas,no,no,no,no,ordenada,pop,si,pelis,si
333,tarde,nocturno,silencioso,secundaria,si,si,no,con mascotas,no,no,si,si,relajado,salsa,no,pelis,no
334,noche,madrugador,ruidoso,universidad,si,no,no,sin mascotas,no,si,no,no,ordenada,cumbia,si,pelis,no
335,mañana,madrugador,ruidoso,preparatoria,si,si,no,con mascotas,no,si,si,no,relajado,salsa,no,salir,si
336,noche,nocturno,silencioso,universidad,no,no,si,sin mascotas,si,si,si,si,ordenada,salsa,si,pelis,no
337,tarde,nocturno,silencioso,secundaria,si,si,si,con mascotas,no,no,si,si,ordenada,pop,si,salir,si
338,mañana,madrugador,silencioso,preparatoria,no,si,no,con mascotas,no,no,no,no,relajado,cumbia,si,salir,no
339,tarde,nocturno,ruidoso,preparatoria,si,no,si,sin mascotas,no,no,si,si,ordenada,cumbia,si,pelis,si
340,tarde,nocturno,ruidoso,universidad,no,no,no,sin mascotas,si,no,si,si,ordenada,electronica,si,salir,si
341,tarde,nocturno,ruidoso,preparatoria,si,si,no,con mascotas,si,no,no,no,ordenada,pop,no,pelis,si
342,noche,nocturno,silencioso,universidad,si,no,si,sin mascotas,no,no,si,no,relajado,electronica,no,pelis,no
343,tarde,nocturno,silencioso,secundaria,si,si,no,con mascotas,si,no,si,no,relajado,pop,si,salir,si
344,mañana,nocturno,silencioso,universidad,no,si,no,con mascotas,si,si,si,si,ordenada,cumbia,no,salir,no
345,noche,madrugador,silencioso,preparatoria,si,no,no,con mascotas,no,si,si,no,relajado,cumbia,si,pelis,no
346,mañana,madrugador,silencioso,secundaria,no,si,si,sin mascotas,no,no,si,si,ordenada,cumbia,no,pelis,si
347,mañana,madrugador,silencioso,universidad,no,no,si,sin mascotas,no,no,no,no,relajado,cumbia,si,pelis,si
348,mañana,nocturno,silencioso,preparatoria,si,si,no,con mascotas,si,si,no,no,ordenada,rock,no,pelis,si
349,noche,nocturno,ruidoso,universidad,no,si,no,con mascotas,si,si,si,no,relajado,rock,no,pelis,no
350,tarde,nocturno,silencioso,preparatoria,si,no,si,sin mascotas,si,si,si,no,ordenada,pop,no,salir,si
351,noche,madrugador,silencioso,preparatoria,no,si,si,sin mascotas,si,si,si,si,ordenada,cumbia,si,pelis,si
352,mañana,nocturno,silencioso,secundaria,si,no,no,sin mascotas,si,si,no,si,relajado,electronica,no,salir,si
353,noche,madrugador,ruidoso,secundaria,no,no,si,sin mascotas,si,si,no,si,ordenada,cumbia,no,pelis,si
354,mañana,nocturno,ruidoso,universidad,si,si,si,con mascotas,si,no,si,si,ordenada,rock,no,salir,si
355,mañana,nocturno,ruidoso,secundaria,si,no,si,con mascotas,no,si,no,no,ordenada,cumbia,si,salir,no
356,tarde,nocturno,silencioso,preparatoria,no,no,no,con mascotas,si,si,si,no,relajado,cumbia,si,pelis,no
357,noche,madrugador,ruidoso,preparatoria,no,si,si,con mascotas,si,si,no,si,ordenada,pop,no,pelis,si
358,tarde,nocturno,silencioso,secundaria,no,no,si,sin mascotas,si,si,no,no,ordenada,pop,si,pelis,no
359,tarde,madrugador,ruidoso,preparatoria,no,no,no,con mascotas,no,no,no,si,relajado,pop,si,salir,no
360,noche,madrugador,silencioso,preparatoria,si,no,no,sin mascotas,no,no,si,no,relajado,rock,no,salir,si
361,noche,nocturno,ruidoso,preparatoria,no,si,no,con mascotas,no,si,no,no,relajado,cumbia,no,pelis,no
362,noche,madrugador,silencioso,universidad,si,no,no,sin mascotas,no,si,si,si,relajado,electronica,no,pelis,no
363,noche,nocturno,ruidoso,universidad,si,si,no,sin mascotas,si,si,si,no,ordenada,pop,no,salir,si
364,mañana,madrugador,silencioso,preparatoria,no,no,si,sin mascotas,no,si,no,si,relajado,electronica,no,pelis,no
365,tarde,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,no,no,si,si,ordenada,pop,no,salir,si
366,mañana,madrugador,silencioso,preparatoria,si,no,no,sin mascotas,si,si,si,no,relajado,cumbia,no,salir,no
367,mañana,nocturno,ruidoso,secundaria,no,no,no,con mascotas,si,si,si,no,ordenada,rock,no,pelis,si
368,tarde,madrugador,ruidoso,secundaria,no,si,si,sin mascotas,si,no,no,si,ordenada,rock,si,pelis,si
369,tarde,nocturno,silencioso,preparatoria,si,si,si,sin mascotas,si,si,si,no,ordenada,salsa,no,salir,si
370,noche,nocturno,silencioso,preparatoria,no,no,no,con mascotas,si,no,no,si,relajado,electronica,no,pelis,no
371,tarde,nocturno,ruidoso,secundaria,no,no,no,sin mascotas,no,si,no,si,relajado,salsa,no,pelis,no
372,mañana,madrugador,ruidoso,preparatoria,si,si,si,con mascotas,no,si,si,no,ordenada,cumbia,si,pelis,no
373,noche,madrugador,ruidoso,universidad,no,no,no,con mascotas,no,si,no,no,relajado,cumbia,si,salir,no
374,noche,madrugador,silencioso,preparatoria,no,si,no,sin mascotas,no,no,si,no,relajado,pop,no,salir,si
375,noche,madrugador,ruidoso,preparatoria,no,no,si,con mascotas,no,si,si,no,relajado,rock,no,salir,si
376,mañana,madrugador,silencioso,universidad,no,no,si,sin mascotas,si,no,si,no,relajado,electronica,si,pelis,si
377,tarde,madrugador,ruidoso,universidad,no,no,no,sin mascotas,si,no,no,no,relajado,salsa,no,salir,no
378,mañana,nocturno,silencioso,universidad,si,no,no,sin mascotas,no,no,si,si,relajado,rock,si,salir,si
379,noche,nocturno,silencioso,secundaria,no,no,si,sin mascotas,si,no,no,si,ordenada,salsa,si,pelis,si
380,noche,nocturno,silencioso,universidad,no,si,no,con mascotas,si,no,no,no,ordenada,pop,si,pelis,si
381,noche,madrugador,ruidoso,universidad,si,si,si,con mascotas,si,si,si,no,ordenada,electronica,no,pelis,si
382,noche,madrugador,ruidoso,universidad,no,no,si,con mascotas,si,no,si,si,ordenada,salsa,no,salir,no
383,tarde,nocturno,ruidoso,preparatoria,si,no,si,con mascotas,no,si,si,si,relajado,salsa,si,salir,si
384,mañana,madrugador,ruidoso,preparatoria,no,si,si,sin mascotas,no,no,si,si,ordenada,pop,no,salir,no
385,noche,nocturno,silencioso,secundaria,no,si,no,con mascotas,no,si,si,si,ordenada,electronica,si,pelis,no
386,tarde,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,no,no,si,si,ordenada,cumbia,si,pelis,si
387,noche,nocturno,silencioso,universidad,no,no,si,sin mascotas,no,si,si,si,ordenada,rock,si,salir,no
388,noche,nocturno,ruidoso,universidad,no,si,si,sin mascotas,no,no,no,no,ordenada,electronica,si,pelis,si
389,mañana,nocturno,ruidoso,secundaria,no,no,si,con mascotas,si,no,si,no,ordenada,cumbia,si,salir,no
390,mañana,madrugador,silencioso,preparatoria,no,no,si,sin mascotas,si,si,no,si,ordenada,electronica,no,pelis,si
391,mañana,madrugador,ruidoso,secundaria,no,si,no,con mascotas,no,si,si,si,ordenada,cumbia,si,salir,si
392,mañana,nocturno,ruidoso,universidad,si,si,si,sin mascotas,si,no,no,si,relajado,rock,no,pelis,si
393,tarde,nocturno,silencioso,secundaria,no,si,no,con mascotas,no,no,no,no,ordenada,pop,si,pelis,si
394,tarde,madrugador,silencioso,universidad,si,si,si,con mascotas,si,si,si,si,relajado,cumbia,si,salir,no
395,noche,madrugador,ruidoso,secundaria,no,no,si,sin mascotas,si,no,si,si,ordenada,electronica,no,salir,si
396,mañana,madrugador,ruidoso,preparatoria,si,si,no,con mascotas,no,no,si,no,ordenada,rock,si,pelis,si
397,tarde,madrugador,ruidoso,secundaria,si,si,si,sin mascotas,no,si,si,si,ordenada,cumbia,si,salir,si
398,tarde,madrugador,ruidoso,universidad,si,si,no,con mascotas,si,si,no,no,ordenada,cumbia,no,pelis,no
399,mañana,nocturno,silencioso,secundaria,si,no,si,sin mascotas,no,si,no,no,ordenada,rock,si,salir,no
400,mañana,madrugador,ruidoso,preparatoria,si,si,si,sin mascotas,si,si,si,no,ordenada,salsa,si,salir,si
401,noche,madrugador,ruidoso,universidad,no,no,no,con mascotas,si,no,no,si,ordenada,salsa,no,pelis,si
402,tarde,nocturno,silencioso,universidad,si,si,si,sin mascotas,si,si,no,no,ordenada,rock,si,pelis,no
403,mañana,nocturno,silencioso,preparatoria,no,si,si,sin mascotas,no,no,no,no,ordenada,rock,si,pelis,si
404,mañana,madrugador,ruidoso,secundaria,no,si,no,sin mascotas,no,no,si,no,relajado,pop,no,salir,si
405,tarde,nocturno,silencioso,universidad,si,no,si,con mascotas,si,no,no,no,relajado,cumbia,no,pelis,no
406,tarde,nocturno,silencioso,universidad,si,si,no,con mascotas,no,si,no,no,ordenada,cumbia,si,salir,si
407,tarde,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,si,no,si,si,ordenada,electronica,si,salir,no
408,tarde,madrugador,silencioso,preparatoria,no,si,si,sin mascotas,no,si,no,si,ordenada,salsa,si,salir,no
409,noche,madrugador,silencioso,secundaria,no,no,si,sin mascotas,si,no,no,si,relajado,cumbia,no,salir,no
410,noche,madrugador,ruidoso,preparatoria,no,no,si,con mascotas,no,no,si,no,ordenada,electronica,si,pelis,no
411,tarde,nocturno,silencioso,secundaria,no,si,si,con mascotas,no,si,no,si,ordenada,rock,si,pelis,no
412,mañana,madrugador,ruidoso,universidad,no,no,si,sin mascotas,si,si,no,no,ordenada,rock,no,salir,si
413,mañana,nocturno,silencioso,secundaria,no,no,si,con mascotas,si,si,no,si,relajado,electronica,no,salir,no
414,mañana,madrugador,silencioso,preparatoria,no,si,no,con mascotas,si,no,no,no,relajado,pop,si,salir,no
415,mañana,nocturno,ruidoso,universidad,si,si,no,con mascotas,no,si,si,si,relajado,cumbia,si,salir,si
416,tarde,madrugador,ruidoso,secundaria,si,si,si,con mascotas,no,no,si,no,relajado,salsa,si,salir,no
417,mañana,madrugador,silencioso,secundaria,no,no,si,con mascotas,no,si,no,no,ordenada,cumbia,no,pelis,no
418,noche,nocturno,silencioso,secundaria,si,no,si,sin mascotas,si,si,no,no,relajado,cumbia,si,salir,si
419,mañana,nocturno,silencioso,secundaria,si,no,si,sin mascotas,no,si,si,si,ordenada,rock,no,salir,no
420,tarde,nocturno,ruidoso,universidad,no,si,si,con mascotas,si,no,no,si,relajado,salsa,no,pelis,si
421,noche,nocturno,silencioso,universidad,si,no,si,con mascotas,no,si,no,no,ordenada,rock,si,pelis,si
422,noche,madrugador,ruidoso,preparatoria,no,si,no,con mascotas,no,si,si,si,ordenada,rock,no,pelis,si
423,mañana,madrugador,ruidoso,universidad,si,si,no,sin mascotas,si,no,si,si,relajado,pop,no,pelis,no
424,noche,madrugador,ruidoso,secundaria,si,si,no,sin mascotas,si,no,si,no,relajado,pop,si,pelis,no
425,tarde,madrugador,ruidoso,universidad,si,si,si,sin mascotas,si,si,si,no,relajado,salsa,no,pelis,no
426,mañana,nocturno,ruidoso,preparatoria,si,no,si,con mascotas,no,si,no,no,relajado,cumbia,si,pelis,no
427,tarde,nocturno,silencioso,secundaria,no,no,si,sin mascotas,si,si,no,no,relajado,rock,si,salir,si
428,mañana,madrugador,silencioso,universidad,no,no,si,sin mascotas,no,no,si,si,relajado,cumbia,si,pelis,no
429,tarde,nocturno,ruidoso,universidad,no,si,si,con mascotas,no,no,no,si,relajado,cumbia,no,salir,si
